cz90,czname,speccode,specdesc,incper,log_incper,n_incper,agi,log_agi,n_agi
"11302","Baltimore, MD-Washington, DC-MD-VA-WV (2)","91","Surgical Oncology",437700,12.89,20,528300,13.1,20
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","91","Surgical Oncology",394400,12.78,30,426400,12.68,30
"16300","Pittsburgh, PA","91","Surgical Oncology",370300,12.67,20,518600,12.92,20
"18000","Buffalo-Niagara Falls-Rochester, NY","91","Surgical Oncology",359900,12.65,20,388400,12.37,20
"19400","New York-Nassau-Suffolk, NY","91","Surgical Oncology",499700,12.94,60,618500,13.15,60
"19600","Newark-Trenton, NJ","91","Surgical Oncology",443600,12.74,40,481600,12.55,40
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","91","Surgical Oncology",308100,12.24,30,380400,12.37,30
"20500","Barnstable-Yarmouth, MA","91","Surgical Oncology",497300,12.81,30,615000,13.01,30
"20901","Hartford-New Haven-Bridgeport-Stamford, CT (1)","91","Surgical Oncology",509400,12.99,20,618300,13.19,20
"24300","Chicago, IL","91","Surgical Oncology",457100,12.61,30,601700,13.08,30
"32000","Houston-Galveston-Texas City, TX","91","Surgical Oncology",474800,12.85,70,,,
"33100","Dallas, TX","91","Surgical Oncology",439100,12.82,20,515700,12.78,20
"35001","Phoenix-Mesa, AZ (1)","91","Surgical Oncology",500100,12.95,20,559800,13.08,20
"38300","Los Angeles-Long Beach, CA","91","Surgical Oncology",459800,12.78,70,557200,13,70
"39400","Seattle-Tacoma-Olympia, WA","91","Surgical Oncology",346100,12.71,20,425700,12.85,20
"00302","Knoxville, TN-Middlesborough, KY (2)","92","Radiation Oncology",702900,13.32,20,,,
"00900","Charlotte, NC","92","Radiation Oncology",815600,13.32,30,883400,13.52,30
"01701","Raleigh-Durham-Chapel Hill, NC (1)","92","Radiation Oncology",414500,12.82,60,488600,12.85,60
"02000","Norfolk-Virginia Beach-Newport News, VA-NC","92","Radiation Oncology",536900,13.06,20,468700,12.31,20
"02400","Richmond-Petersburg, VA","92","Radiation Oncology",426600,12.9,20,520600,13.04,20
"03300","New Orleans, LA","92","Radiation Oncology",751600,13.43,20,827600,13.55,20
"05202","Memphis, TN-AR-MS (2)","92","Radiation Oncology",743900,13.25,20,788600,13.34,20
"05600","Nashville, TN","92","Radiation Oncology",510200,12.97,30,588900,13.21,30
"06700","Tampa-St. Petersburg-Clearwater, FL","92","Radiation Oncology",572600,12.89,50,634000,13.05,50
"06900","Punta Gorda-Sarasota-Bradenton, FL","92","Radiation Oncology",509200,12.6,20,586100,12.75,20
"07000","Fort Lauderdale-Miami, FL","92","Radiation Oncology",438300,12.76,70,509700,12.95,70
"07100","Fort Pierce-West Palm Beach-Boca Raton, FL","92","Radiation Oncology",532900,12.91,30,583900,12.98,30
"07400","Orlando, FL","92","Radiation Oncology",550600,12.93,40,673800,13.19,40
"07600","Jacksonville, FL","92","Radiation Oncology",655500,13.12,40,741500,13.26,40
"09100","Atlanta, GA","92","Radiation Oncology",564400,13.07,60,668800,13.22,60
"10700","Birmingham, AL","92","Radiation Oncology",532500,12.96,20,,,
"11302","Baltimore, MD-Washington, DC-MD-VA-WV (2)","92","Radiation Oncology",608000,13.1,50,682900,13.16,50
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","92","Radiation Oncology",455700,12.84,80,550100,13.04,80
"11600","Detroit-Flint, MI","92","Radiation Oncology",444100,12.48,100,,,
"12200","Grand Rapids-Muskegon-Holland, MI","92","Radiation Oncology",623000,13.15,20,715800,13.35,20
"12501","Dayton-Springfield, OH (1)","92","Radiation Oncology",742100,13.16,20,824200,13.3,20
"12701","Hamilton-Middletown, OH-Cincinnati, OH-KY-IN (1)","92","Radiation Oncology",580800,12.82,40,629900,12.81,40
"13101","Louisville, KY-IN (1)","92","Radiation Oncology",573500,13.04,20,681000,13.29,20
"14200","Indianapolis, IN","92","Radiation Oncology",552700,13.08,40,617400,13.18,40
"15200","Akron, OH","92","Radiation Oncology",408200,12.58,60,540700,13.12,60
"15900","Columbus, OH","92","Radiation Oncology",411200,12.67,40,475900,12.8,40
"16300","Pittsburgh, PA","92","Radiation Oncology",554600,13.11,40,633400,13.21,40
"18000","Buffalo-Niagara Falls-Rochester, NY","92","Radiation Oncology",518600,13,30,532900,12.98,30
"18600","Glens Falls, NY","92","Radiation Oncology",687000,13.32,20,780400,13.46,20
"19400","New York-Nassau-Suffolk, NY","92","Radiation Oncology",700100,12.86,150,806800,13.03,150
"19500","Monmouth-Ocean, NJ","92","Radiation Oncology",734100,13.41,20,821100,13.51,20
"19600","Newark-Trenton, NJ","92","Radiation Oncology",521000,12.89,90,690000,13.16,90
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","92","Radiation Oncology",512100,12.92,150,635400,13,150
"20401","Boston-Worcester-Lowell, MA-NH-Providence, RI (1)","92","Radiation Oncology",640100,13.2,20,702700,12.8,20
"20500","Barnstable-Yarmouth, MA","92","Radiation Oncology",955800,12.92,150,1060000,12.9,150
"20901","Hartford-New Haven-Bridgeport-Stamford, CT (1)","92","Radiation Oncology",469700,12.87,50,563300,12.98,50
"21501","Minneapolis-St. Paul, MN-WI (1)","92","Radiation Oncology",763600,13.21,40,817300,13.26,40
"24100","Milwaukee-Waukesha, WI","92","Radiation Oncology",474200,12.96,40,630200,13.24,40
"24300","Chicago, IL","92","Radiation Oncology",495600,12.87,150,,,
"24701","St. Louis, MO-IL (1)","92","Radiation Oncology",466800,12.92,50,534600,13.06,50
"28900","Denver-Boulder-Longmont, CO","92","Radiation Oncology",677500,13.12,50,815500,13.34,50
"29502","Kansas City, MO-KS (2)","92","Radiation Oncology",585000,13.11,40,654100,13.22,40
"31201","Austin-San Marcos, TX (1)","92","Radiation Oncology",909100,13.43,30,,,
"31301","San Antonio, TX (1)","92","Radiation Oncology",605700,13.01,20,,,
"32000","Houston-Galveston-Texas City, TX","92","Radiation Oncology",780400,13.04,100,919300,13.25,100
"33000","Fort Worth-Arlington, TX","92","Radiation Oncology",750800,13.28,20,800200,13.27,20
"33100","Dallas, TX","92","Radiation Oncology",690900,13.08,50,798500,13.29,50
"33803","Oklahoma City, OK (3)","92","Radiation Oncology",608000,12.78,20,704900,12.91,20
"35001","Phoenix-Mesa, AZ (1)","92","Radiation Oncology",839900,13.36,80,,,
"35100","Tucson, AZ","92","Radiation Oncology",547000,13.02,20,674900,13.32,20
"36100","Salt Lake City-Ogden, UT","92","Radiation Oncology",422400,12.79,20,466000,12.88,20
"37400","Sacramento, CA","92","Radiation Oncology",581600,13.11,40,644600,13.11,40
"37500","San Jose, CA","92","Radiation Oncology",689200,12.93,30,850400,13.29,30
"37800","San Francisco-Oakland, CA","92","Radiation Oncology",493800,12.89,100,628000,13.14,100
"37901","Las Vegas, NV-AZ (1)","92","Radiation Oncology",1128000,13.34,20,1416000,13.43,20
"38000","San Diego, CA","92","Radiation Oncology",488000,12.88,50,545300,13.04,50
"38300","Los Angeles-Long Beach, CA","92","Radiation Oncology",444600,12.77,200,602500,12.92,200
"38801","Portland-Vancouver, OR-WA (1)","92","Radiation Oncology",548200,13.01,50,639500,13.23,50
"39400","Seattle-Tacoma-Olympia, WA","92","Radiation Oncology",558400,12.98,80,622100,13.12,80
"00100","Johnson City-Kingsport-Bristol, TN-VA","93","Emergency Medicine",386600,12.55,90,443800,12.77,90
"00302","Knoxville, TN-Middlesborough, KY (2)","93","Emergency Medicine",388800,12.54,150,411700,12.65,150
"00500","Danville, VA","93","Emergency Medicine",302000,12.45,70,,,
"00900","Charlotte, NC","93","Emergency Medicine",296100,12.4,350,373300,12.63,350
"01302","Florence-Myrtle Beach, SC (2)","93","Emergency Medicine",331500,12.42,90,,,
"01400","Fayetteville, NC","93","Emergency Medicine",363500,12.58,90,,,
"01701","Raleigh-Durham-Chapel Hill, NC (1)","93","Emergency Medicine",246600,12.09,350,384000,12.7,350
"01900","Greenville-Jacksonville, NC","93","Emergency Medicine",254800,12.23,100,352500,12.57,100
"02000","Norfolk-Virginia Beach-Newport News, VA-NC","93","Emergency Medicine",312500,12.55,200,375700,12.76,200
"02400","Richmond-Petersburg, VA","93","Emergency Medicine",311600,12.43,200,379900,12.67,200
"03300","New Orleans, LA","93","Emergency Medicine",332300,12.49,300,382000,12.59,300
"03500","Baton Rouge, LA","93","Emergency Medicine",366500,12.5,100,398500,12.6,100
"03800","Lafayette, LA","93","Emergency Medicine",1226000,12.78,60,1367000,12.92,60
"04200","Little Rock-North Little Rock, AR","93","Emergency Medicine",384400,12.77,150,421500,12.86,150
"05202","Memphis, TN-AR-MS (2)","93","Emergency Medicine",332300,12.52,150,379400,12.64,150
"05600","Nashville, TN","93","Emergency Medicine",359500,12.43,350,462100,12.6,350
"06700","Tampa-St. Petersburg-Clearwater, FL","93","Emergency Medicine",367900,12.65,450,428300,12.78,450
"06800","Lakeland-Winter Haven, FL","93","Emergency Medicine",453700,12.73,30,478800,12.84,30
"06900","Punta Gorda-Sarasota-Bradenton, FL","93","Emergency Medicine",343900,12.54,150,404300,12.71,150
"07000","Fort Lauderdale-Miami, FL","93","Emergency Medicine",340700,12.53,600,387800,12.66,600
"07100","Fort Pierce-West Palm Beach-Boca Raton, FL","93","Emergency Medicine",428200,12.62,250,494400,12.76,250
"07200","Fort Myers-Cape Coral-Naples, FL","93","Emergency Medicine",404500,12.58,150,485200,12.82,150
"07300","Melbourne-Titusville-Palm Bay, FL","93","Emergency Medicine",379700,12.57,90,464500,12.73,90
"07400","Orlando, FL","93","Emergency Medicine",364000,12.56,400,424700,12.78,400
"07500","Daytona Beach, FL","93","Emergency Medicine",303800,12.43,70,356800,12.55,70
"07600","Jacksonville, FL","93","Emergency Medicine",299700,12.42,300,365100,12.65,300
"08100","Columbia, SC","93","Emergency Medicine",316300,12.48,150,357400,12.65,150
"08202","Charleston-North Charleston, SC (2)","93","Emergency Medicine",341400,12.45,200,405400,12.68,200
"08300","Greenville, SC","93","Emergency Medicine",318000,12.55,200,352100,12.62,200
"09100","Atlanta, GA","93","Emergency Medicine",461200,12.49,750,,,
"10700","Birmingham, AL","93","Emergency Medicine",310000,12.38,200,379800,12.56,200
"10900","Fort Walton Beach-Pensacola, FL","93","Emergency Medicine",339500,12.5,150,368100,12.59,150
"11001","Mobile, AL (1)","93","Emergency Medicine",352900,12.52,70,390100,12.68,70
"11302","Baltimore, MD-Washington, DC-MD-VA-WV (2)","93","Emergency Medicine",344600,12.46,500,431200,12.7,500
"11304","Baltimore, MD-Washington, DC-MD-VA-WV (4)","93","Emergency Medicine",406500,12.54,950,,,
"11600","Detroit-Flint, MI","93","Emergency Medicine",288800,12.3,1100,349200,12.53,1100
"12200","Grand Rapids-Muskegon-Holland, MI","93","Emergency Medicine",303200,12.45,250,348500,12.59,250
"12501","Dayton-Springfield, OH (1)","93","Emergency Medicine",357500,12.5,150,421400,12.67,150
"12701","Hamilton-Middletown, OH-Cincinnati, OH-KY-IN (1)","93","Emergency Medicine",349400,12.57,350,396500,12.67,350
"13101","Louisville, KY-IN (1)","93","Emergency Medicine",328100,12.52,200,366700,12.68,200
"13501","Toledo, OH (1)","93","Emergency Medicine",367500,12.57,150,401500,12.64,150
"13600","Benton Harbor, MI-South Bend, IN","93","Emergency Medicine",315900,12.55,80,345600,12.59,80
"14200","Indianapolis, IN","93","Emergency Medicine",351600,12.61,350,456000,12.79,350
"14900","Gary, IN","93","Emergency Medicine",330500,12.47,50,399000,12.75,50
"15000","Canton-Massillon, OH","93","Emergency Medicine",338400,12.55,70,330100,12.45,70
"15200","Akron, OH","93","Emergency Medicine",326000,12.43,450,379100,12.65,450
"15900","Columbus, OH","93","Emergency Medicine",310400,12.44,400,362400,12.61,400
"16300","Pittsburgh, PA","93","Emergency Medicine",316500,12.45,400,376900,12.65,400
"16400","Youngstown-Warren, OH-Sharon, PA","93","Emergency Medicine",333700,12.5,70,365200,12.61,70
"16500","Erie, PA-Jamestown, NY","93","Emergency Medicine",308600,12.48,90,,,
"17700","Syracuse-Utica-Rome, NY","93","Emergency Medicine",285800,12.37,100,365500,12.59,100
"18000","Buffalo-Niagara Falls-Rochester, NY","93","Emergency Medicine",264300,12.29,300,320400,12.5,300
"18600","Glens Falls, NY","93","Emergency Medicine",297600,12.51,150,342100,12.62,150
"18800","Newburgh, NY-PA-Scranton-Wilkes-Barre-Hazleton, PA","93","Emergency Medicine",349000,12.54,80,403500,12.79,80
"19000","Allentown-Bethlehem-Easton, PA","93","Emergency Medicine",317800,12.46,200,395900,12.66,200
"19100","Lancaster-Reading-Harrisburg-Lebanon-Carlisle, PA","93","Emergency Medicine",363200,12.67,100,432800,12.87,100
"19200","York, PA","93","Emergency Medicine",373400,12.58,150,425300,12.72,150
"19300","Dutchess County, NY","93","Emergency Medicine",309400,12.29,80,366600,12.6,80
"19400","New York-Nassau-Suffolk, NY","93","Emergency Medicine",388500,12.49,1700,483800,12.69,1700
"19500","Monmouth-Ocean, NJ","93","Emergency Medicine",292800,12.43,150,353100,12.62,150
"19600","Newark-Trenton, NJ","93","Emergency Medicine",343200,12.5,800,,,
"19700","Philadelphia, PA-NJ-Vineland-Millville-Bridgeton, NJ","93","Emergency Medicine",293400,12.38,1100,379500,12.6,1100
"19800","Wilmington-Newark, DE-MD","93","Emergency Medicine",310500,12.53,70,388300,12.68,70
"19901","Dover, DE (1)","93","Emergency Medicine",367900,12.62,60,440800,12.83,60
"20100","Portland-Lewiston-Auburn, ME","93","Emergency Medicine",251800,12.26,200,307100,12.48,200
"20401","Boston-Worcester-Lowell, MA-NH-Providence, RI (1)","93","Emergency Medicine",280800,12.33,250,334100,12.51,250
"20500","Barnstable-Yarmouth, MA","93","Emergency Medicine",333600,12.48,950,430200,12.74,950
"20600","Manchester, NH","93","Emergency Medicine",308400,12.5,200,369400,12.66,200
"20800","Springfield, MA","93","Emergency Medicine",297800,12.4,100,347400,12.67,100
"20901","Hartford-New Haven-Bridgeport-Stamford, CT (1)","93","Emergency Medicine",312000,12.5,550,414700,12.75,550
"21501","Minneapolis-St. Paul, MN-WI (1)","93","Emergency Medicine",376000,12.63,600,458200,12.84,600
"22500","Appleton-Oshkosh-Neenah, WI","93","Emergency Medicine",408500,12.68,50,430900,12.74,50
"23100","Madison, WI","93","Emergency Medicine",308500,12.38,150,361800,12.53,150
"24000","Kenosha-Racine-Janesville-Beloit, WI","93","Emergency Medicine",316400,12.38,40,344500,12.53,40
"24100","Milwaukee-Waukesha, WI","93","Emergency Medicine",336400,12.56,300,386700,12.72,300
"24300","Chicago, IL","93","Emergency Medicine",332700,12.47,1500,408400,12.68,1500
"24400","Rockford, IL","93","Emergency Medicine",498300,12.91,40,541500,12.98,40
"24701","St. Louis, MO-IL (1)","93","Emergency Medicine",338600,12.46,400,398900,12.65,400
"27501","Des Moines, IA (1)","93","Emergency Medicine",331800,12.62,100,405900,12.81,100
"28202","Omaha, NE-IA (2)","93","Emergency Medicine",313300,12.29,150,362600,12.46,150
"28401","Colorado Springs, CO (1)","93","Emergency Medicine",339200,12.52,150,379800,12.68,150
"28800","Fort Collins-Loveland, CO","93","Emergency Medicine",339900,12.61,100,372600,12.72,100
"28900","Denver-Boulder-Longmont, CO","93","Emergency Medicine",304600,12.4,750,376900,12.61,750
"29301","Wichita, KS (1)","93","Emergency Medicine",363900,12.6,50,,,
"29502","Kansas City, MO-KS (2)","93","Emergency Medicine",338900,12.59,350,394600,12.75,350
"30402","Tulsa, OK (2)","93","Emergency Medicine",353400,12.62,150,402300,12.76,150
"30601","El Paso, TX-Las Cruces, NM (1)","93","Emergency Medicine",431300,12.66,90,466800,12.66,90
"31201","Austin-San Marcos, TX (1)","93","Emergency Medicine",407600,12.64,500,,,
"31301","San Antonio, TX (1)","93","Emergency Medicine",368400,12.52,350,426600,12.69,350
"31600","Brownsville-Harlingen-San Benito, TX","93","Emergency Medicine",336300,12.47,60,,,
"32000","Houston-Galveston-Texas City, TX","93","Emergency Medicine",463100,12.63,850,539000,12.83,850
"33000","Fort Worth-Arlington, TX","93","Emergency Medicine",376000,12.68,300,431300,12.85,300
"33100","Dallas, TX","93","Emergency Medicine",424600,12.66,650,495800,12.86,650
"33803","Oklahoma City, OK (3)","93","Emergency Medicine",341300,12.5,250,374000,12.63,250
"34701","Honolulu, HI (1)","93","Emergency Medicine",271000,12.36,200,333000,12.58,200
"34901","Albuquerque, NM (1)","93","Emergency Medicine",251400,12.24,200,290800,12.41,200
"35001","Phoenix-Mesa, AZ (1)","93","Emergency Medicine",379600,12.61,550,431000,12.78,550
"35100","Tucson, AZ","93","Emergency Medicine",278000,12.16,200,317200,12.32,200
"35801","Boise City, ID (1)","93","Emergency Medicine",297200,12.39,150,340600,12.59,150
"36000","Provo-Orem, UT","93","Emergency Medicine",311100,12.55,60,332900,12.61,60
"36100","Salt Lake City-Ogden, UT","93","Emergency Medicine",279800,12.35,400,,,
"37000","Modesto-Merced, CA","93","Emergency Medicine",280200,12.32,70,327100,12.49,70
"37100","Bakersfield, CA","93","Emergency Medicine",369900,12.59,40,394800,12.67,40
"37200","Fresno-Visalia-Tulare-Parterville, CA","93","Emergency Medicine",303900,12.47,150,363300,12.68,150
"37400","Sacramento, CA","93","Emergency Medicine",303300,12.47,550,363000,12.61,550
"37500","San Jose, CA","93","Emergency Medicine",351600,12.52,300,446800,12.79,300
"37604","Reno, NV (4)","93","Emergency Medicine",520500,12.91,100,581800,13.02,100
"37700","Santa Rosa, CA","93","Emergency Medicine",319200,12.43,100,371700,12.58,100
"37800","San Francisco-Oakland, CA","93","Emergency Medicine",350000,12.54,1100,447800,12.74,1100
"37901","Las Vegas, NV-AZ (1)","93","Emergency Medicine",419400,12.65,300,,,
"38000","San Diego, CA","93","Emergency Medicine",329600,12.36,650,406700,12.56,650
"38200","Santa Barbara-Santa Maria-Lompoc, CA","93","Emergency Medicine",346700,12.39,150,401400,12.59,150
"38300","Los Angeles-Long Beach, CA","93","Emergency Medicine",325000,12.43,2000,385800,12.61,2000
"38601","Spokane, WA (1)","93","Emergency Medicine",263800,12.23,150,315200,12.51,150
"38801","Portland-Vancouver, OR-WA (1)","93","Emergency Medicine",331500,12.49,450,389000,12.65,450
"38901","Salem-Eugene-Springfield, OR (1)","93","Emergency Medicine",357400,12.62,150,412900,12.78,150
"39400","Seattle-Tacoma-Olympia, WA","93","Emergency Medicine",331400,12.4,750,408400,12.62,750
"01701","Raleigh-Durham-Chapel Hill, NC (1)","94","Interventional Radiology",506700,12.88,20,634300,13,20
"02400","Richmond-Petersburg, VA","94","Interventional Radiology",478700,13,20,524200,13.14,20
"05202","Memphis, TN-AR-MS (2)","94","Interventional Radiology",639400,13.27,20,654800,12.67,20
"06700","Tampa-St. Petersburg-Clearwater, FL","94","Interventional Radiology",526900,13.08,40,613800,13.18,40
"07000","Fort Lauderdale-Miami, FL","94","Interventional Radiology",648400,13.03,50,721100,13.16,50
"07100","Fort Pierce-West Palm Beach-Boca Raton, FL","94","Interventional Radiology",549600,12.98,20,576100,12.91,20
"07400","Orlando, FL","94","Interventional Radiology",548700,13.05,20,584400,13.12,20
"07600","Jacksonville, FL","94","Interventional Radiology",452200,12.85,20,460300,12.83,20
"09100","Atlanta, GA","94","Interventional Radiology",708500,13.05,40,800000,13.08,40
